user_id,product_identifier,frequency_type,inception_policy_id,adjustment_policy_id,change_number,transaction_type,effective_start_date,effective_end_date,ftp_start_date,ftp_valid_until,flex_policy_earned_hours,transaction_gwp,policy_total_gwp
29218,GB_delivery_flex_scooter,flex,1123089,1123089,0,Flex Policy,11/11/2018,11/11/2018,,,1.92,1.29,1.29
6269,GB_delivery_flex_scooter,flex,1123207,1123207,0,Flex Policy,11/11/2018,11/11/2018,,,1,0.67,0.67
44475,GB_delivery_flex_scooter,flex,1123500,1123500,0,Flex Policy,11/11/2018,11/11/2018,,,1,0.67,0.67
58706,GB_delivery_flex_scooter,flex,1123576,1123576,0,Flex Policy,11/11/2018,11/11/2018,,,6.08,4.07,4.07
26261,GB_delivery_flex_car,flex,1123665,1123665,0,Flex Policy,11/11/2018,11/11/2018,,,1,1.12,1.12
68496,GB_delivery_flex_scooter,flex,1124011,1124011,0,Flex Policy,11/11/2018,11/11/2018,,,1.3,0.88,0.88
6269,GB_delivery_flex_scooter,flex,1126090,1126090,0,Flex Policy,11/11/2018,11/11/2018,,,1.38,0.93,0.93
66705,GB_delivery_flex_car,flex,1126235,1126235,0,Flex Policy,11/11/2018,11/11/2018,,,1,1.56,1.56
3908,GB_delivery_flex_scooter,flex,1126905,1126905,0,Flex Policy,11/11/2018,12/11/2018,,,3.57,0.67,2.39
3908,GB_delivery_flex_scooter,flex,1126905,1126905,1,Flex Policy,11/11/2018,12/11/2018,,,3.57,0.47,2.39
3908,GB_delivery_flex_scooter,flex,1126905,1126905,4,Flex Policy,11/11/2018,12/11/2018,,,3.57,0.4,2.39
3908,GB_delivery_flex_scooter,flex,1126905,1126905,2,Flex Policy,11/11/2018,12/11/2018,,,3.57,0.16,2.39
3908,GB_delivery_flex_scooter,flex,1126905,1126905,6,Flex Policy,11/11/2018,12/11/2018,,,3.57,0.34,2.39
3908,GB_delivery_flex_scooter,flex,1126905,1126905,5,Flex Policy,11/11/2018,12/11/2018,,,3.57,0.13,2.39
3908,GB_delivery_flex_scooter,flex,1126905,1126905,3,Flex Policy,11/11/2018,12/11/2018,,,3.57,0.22,2.39
44962,GB_delivery_flex_scooter,flex,1126980,1126980,0,Flex Policy,11/11/2018,12/11/2018,,,1,0.49,0.49
38753,GB_delivery_flex_scooter,flex,1127337,1127337,0,Flex Policy,12/11/2018,12/11/2018,,,1.08,0.72,0.72
66705,GB_delivery_flex_car,flex,1127742,1127742,0,Flex Policy,12/11/2018,12/11/2018,,,1,1.56,1.56
58706,GB_delivery_flex_scooter,flex,1127904,1127904,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,1128250,1128250,0,Flex Policy,12/11/2018,12/11/2018,,,1,1.12,1.12
46746,GB_delivery_flex_scooter,flex,1128262,1128262,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
57922,GB_delivery_flex_scooter,flex,1128304,1128304,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
69196,GB_delivery_flex_car,flex,1128589,1128589,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.71,0.71
9515,GB_delivery_flex_scooter,flex,1128788,1128788,0,Flex Policy,12/11/2018,12/11/2018,,,5.95,2.92,2.92
46746,GB_delivery_flex_scooter,flex,1129636,1129636,0,Flex Policy,12/11/2018,12/11/2018,,,1.08,0.72,0.72
29218,GB_delivery_flex_scooter,flex,1129810,1129810,0,Flex Policy,12/11/2018,12/11/2018,,,1.48,0.99,0.99
44475,GB_delivery_flex_scooter,flex,1129832,1129832,0,Flex Policy,12/11/2018,12/11/2018,,,1.42,0.95,0.95
66705,GB_delivery_flex_car,flex,1130210,1130210,0,Flex Policy,12/11/2018,12/11/2018,,,1,1.56,1.56
62753,GB_delivery_flex_scooter,flex,1130512,1130512,0,Flex Policy,12/11/2018,12/11/2018,,,1.37,0.67,0.67
22597,GB_delivery_flex_scooter,flex,1130715,1130715,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
11603,GB_delivery_flex_scooter,flex,1130761,1130761,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
38753,GB_delivery_flex_scooter,flex,1130935,1130935,0,Flex Policy,12/11/2018,12/11/2018,,,1.28,0.86,0.86
43926,GB_delivery_flex_scooter,flex,1131015,1131015,0,Flex Policy,12/11/2018,12/11/2018,,,1.85,0.91,0.91
6269,GB_delivery_flex_scooter,flex,1131192,1131192,0,Flex Policy,12/11/2018,13/11/2018,,,1,0.67,0.67
44962,GB_delivery_flex_scooter,flex,1131246,1131246,0,Flex Policy,13/11/2018,13/11/2018,,,2.45,1.21,1.21
69196,GB_delivery_flex_car,flex,1131332,1131332,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.71,0.71
42831,GB_delivery_flex_scooter,flex,1131376,1131376,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.49,0.49
42831,GB_delivery_flex_scooter,flex,1131519,1131519,0,Flex Policy,13/11/2018,13/11/2018,,,2.02,0.99,0.99
38753,GB_delivery_flex_scooter,flex,1131598,1131598,0,Flex Policy,13/11/2018,13/11/2018,,,1.1,0.73,0.73
47236,GB_delivery_flex_car,flex,1131745,1131745,0,Flex Policy,13/11/2018,13/11/2018,,,1.68,2.63,2.63
11447,GB_delivery_flex_scooter,flex,1131827,1131827,0,Flex Policy,13/11/2018,13/11/2018,,,1.5,0.73,0.73
58706,GB_delivery_flex_scooter,flex,1131957,1131957,0,Flex Policy,13/11/2018,13/11/2018,,,1.32,0.88,0.88
9515,GB_delivery_flex_scooter,flex,1131969,1131969,0,Flex Policy,13/11/2018,13/11/2018,,,1.4,0.69,0.69
15992,GB_delivery_flex_scooter,flex,1132115,1132115,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
73887,GB_delivery_flex_scooter,flex,1132319,1132319,0,Flex Policy,13/11/2018,13/11/2018,,,2.58,1.73,1.73
44475,GB_delivery_flex_scooter,flex,1132849,1132849,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
9515,GB_delivery_flex_scooter,flex,1133055,1133055,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.49,0.49
58706,GB_delivery_flex_scooter,flex,1133356,1133356,0,Flex Policy,13/11/2018,13/11/2018,,,1.33,0.89,0.89
46476,GB_delivery_flex_car,flex,1133480,1133480,0,Flex Policy,13/11/2018,13/11/2018,,,1.37,0.85,0.85
20450,GB_delivery_flex_scooter,flex,1134223,1134223,0,Flex Policy,13/11/2018,13/11/2018,,,1.15,0.56,0.56
6269,GB_delivery_flex_scooter,flex,1134286,1134286,0,Flex Policy,13/11/2018,13/11/2018,,,1.58,1.06,1.06
37513,GB_delivery_flex_scooter,flex,1134372,1134372,0,Flex Policy,13/11/2018,13/11/2018,,,2.13,1.43,1.43
29218,GB_delivery_flex_scooter,flex,1134558,1134558,0,Flex Policy,13/11/2018,13/11/2018,,,1.85,1.24,1.24
46476,GB_delivery_flex_car,flex,1134998,1134998,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.71,0.71
3908,GB_delivery_flex_scooter,flex,1135120,1135120,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
46746,GB_delivery_flex_scooter,flex,1135584,1135584,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
42831,GB_delivery_flex_scooter,flex,1137019,1137019,0,Flex Policy,14/11/2018,14/11/2018,,,1.75,0.86,0.86
9515,GB_delivery_flex_scooter,flex,1137059,1137059,0,Flex Policy,14/11/2018,14/11/2018,,,1.03,0.51,0.51
47236,GB_delivery_flex_car,flex,1137252,1137252,0,Flex Policy,14/11/2018,14/11/2018,,,1.58,2.47,2.47
15992,GB_delivery_flex_scooter,flex,1137287,1137287,0,Flex Policy,14/11/2018,14/11/2018,,,1,0.67,0.67
47236,GB_delivery_flex_car,flex,1137755,1137755,0,Flex Policy,14/11/2018,14/11/2018,,,1,1.56,1.56
15364,GB_delivery_flex_car,flex,1137951,1137951,0,Flex Policy,14/11/2018,14/11/2018,,,1,1.34,1.34
11447,GB_delivery_flex_scooter,flex,1137995,1137995,0,Flex Policy,14/11/2018,14/11/2018,,,6.65,3.27,3.27
73887,GB_delivery_flex_scooter,flex,1138626,1138626,0,Flex Policy,14/11/2018,14/11/2018,,,1,0.67,0.67
73704,GB_delivery_flex_car,flex,1139493,1139493,0,Flex Policy,14/11/2018,14/11/2018,,,1,2.05,2.05
58706,GB_delivery_flex_scooter,flex,1139752,1139752,0,Flex Policy,14/11/2018,14/11/2018,,,1,0.67,0.67
11447,GB_delivery_flex_scooter,flex,1140149,1140149,0,Flex Policy,14/11/2018,14/11/2018,,,1,0.49,0.49
58706,GB_delivery_flex_scooter,flex,1140612,1140612,0,Flex Policy,15/11/2018,15/11/2018,,,1,0.67,0.67
41526,GB_delivery_flex_scooter,flex,1140630,1140630,0,Flex Policy,15/11/2018,15/11/2018,,,1,0.67,0.67
31111,GB_delivery_flex_scooter,flex,1140924,1140924,0,Flex Policy,15/11/2018,15/11/2018,,,1.48,0.73,0.73
3908,GB_delivery_flex_scooter,flex,1120822,1120822,0,Flex Policy,10/11/2018,10/11/2018,,,1,0.67,0.67
68496,GB_delivery_flex_scooter,flex,1121387,1121387,0,Flex Policy,11/11/2018,11/11/2018,,,1.4,0.94,0.94
11447,GB_delivery_flex_scooter,flex,1121522,1121522,0,Flex Policy,11/11/2018,11/11/2018,,,1.6,0.54,0.54
38753,GB_delivery_flex_scooter,flex,1121631,1121631,0,Flex Policy,11/11/2018,11/11/2018,,,1.15,0.77,0.77
42831,GB_delivery_flex_scooter,flex,1121640,1121640,0,Flex Policy,11/11/2018,11/11/2018,,,3.25,1.6,1.6
68496,GB_delivery_flex_scooter,flex,1121833,1121833,0,Flex Policy,11/11/2018,11/11/2018,,,1.45,0.97,0.97
32358,GB_delivery_flex_scooter,flex,1121956,1121956,0,Flex Policy,11/11/2018,11/11/2018,,,1.7,0.84,0.84
37236,GB_delivery_flex_car,flex,1122334,1122334,0,Flex Policy,11/11/2018,11/11/2018,,,1.03,1.38,1.38
38753,GB_delivery_flex_scooter,flex,1123129,1123129,0,Flex Policy,11/11/2018,11/11/2018,,,1.67,1.12,1.12
43926,GB_delivery_flex_scooter,flex,1123136,1123136,0,Flex Policy,11/11/2018,11/11/2018,,,1.07,0.53,0.53
8340,GB_delivery_flex_scooter,flex,1123248,1123248,0,Flex Policy,11/11/2018,11/11/2018,,,1,0.67,0.67
32834,GB_delivery_flex_scooter,flex,1123491,1123491,0,Flex Policy,11/11/2018,11/11/2018,,,1.52,0.74,0.74
66119,GB_delivery_flex_scooter,flex,1123655,1123655,0,Flex Policy,11/11/2018,11/11/2018,,,4.08,2.73,2.73
73704,GB_delivery_flex_car,flex,1123835,1123835,0,Flex Policy,11/11/2018,11/11/2018,,,1.63,3.36,3.36
8340,GB_delivery_flex_scooter,flex,1124075,1124075,0,Flex Policy,11/11/2018,11/11/2018,,,1.95,1.3,1.3
66705,GB_delivery_flex_car,flex,1124126,1124126,0,Flex Policy,11/11/2018,11/11/2018,,,3.7,5.79,5.79
47236,GB_delivery_flex_car,flex,1124208,1124208,0,Flex Policy,11/11/2018,11/11/2018,,,1,1.56,1.56
32517,GB_delivery_flex_scooter,flex,1124272,1124272,0,Flex Policy,11/11/2018,11/11/2018,,,3.8,2.54,2.54
20450,GB_delivery_flex_scooter,flex,1124332,1124332,0,Flex Policy,11/11/2018,11/11/2018,,,2.53,1.24,1.24
26261,GB_delivery_flex_car,flex,1124460,1124460,0,Flex Policy,11/11/2018,11/11/2018,,,1.42,1.58,1.58
32834,GB_delivery_flex_scooter,flex,1124892,1124892,0,Flex Policy,11/11/2018,11/11/2018,,,1.83,0.9,0.9
3908,GB_delivery_flex_scooter,flex,1125034,1125034,0,Flex Policy,11/11/2018,11/11/2018,,,1,0.67,0.67
37513,GB_delivery_flex_scooter,flex,1125133,1125133,0,Flex Policy,11/11/2018,11/11/2018,,,2.07,1.38,1.38
71444,GB_delivery_flex_scooter,flex,1125266,1125266,0,Flex Policy,11/11/2018,11/11/2018,,,1.22,0.6,0.6
69196,GB_delivery_flex_car,flex,1125442,1125442,0,Flex Policy,11/11/2018,11/11/2018,,,2.1,1.5,1.5
26155,GB_delivery_flex_scooter,flex,1125604,1125604,0,Flex Policy,11/11/2018,11/11/2018,,,1.4,0.94,0.94
3908,GB_delivery_flex_scooter,flex,1125758,1125758,0,Flex Policy,11/11/2018,11/11/2018,,,1.25,0.84,0.84
68496,GB_delivery_flex_scooter,flex,1126016,1126016,0,Flex Policy,11/11/2018,11/11/2018,,,1,0.67,0.67
37236,GB_delivery_flex_car,flex,1126127,1126127,0,Flex Policy,11/11/2018,11/11/2018,,,1,1.34,1.34
38753,GB_delivery_flex_scooter,flex,1126484,1126484,0,Flex Policy,11/11/2018,11/11/2018,,,1,0.67,0.67
43926,GB_delivery_flex_scooter,flex,1126683,1126683,0,Flex Policy,11/11/2018,11/11/2018,,,1,0.49,0.49
26261,GB_delivery_flex_car,flex,1126912,1126912,0,Flex Policy,11/11/2018,12/11/2018,,,1,1.12,1.12
42831,GB_delivery_flex_scooter,flex,1127119,1127119,0,Flex Policy,12/11/2018,12/11/2018,,,1.15,0.56,0.56
11447,GB_delivery_flex_scooter,flex,1127237,1127237,0,Flex Policy,12/11/2018,12/11/2018,,,1.28,0.63,0.63
31111,GB_delivery_flex_scooter,flex,1127597,1127597,0,Flex Policy,12/11/2018,12/11/2018,,,1.05,0.52,0.52
9515,GB_delivery_flex_scooter,flex,1127711,1127711,0,Flex Policy,12/11/2018,12/11/2018,,,2.65,1.3,1.3
11603,GB_delivery_flex_scooter,flex,1127726,1127726,0,Flex Policy,12/11/2018,12/11/2018,,,2.17,1.45,1.45
31111,GB_delivery_flex_scooter,flex,1127966,1127966,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.49,0.49
11603,GB_delivery_flex_scooter,flex,1128387,1128387,0,Flex Policy,12/11/2018,12/11/2018,,,1.77,1.18,1.18
9515,GB_delivery_flex_scooter,flex,1128413,1128413,0,Flex Policy,12/11/2018,12/11/2018,,,1.38,0.68,0.68
38753,GB_delivery_flex_scooter,flex,1128543,1128543,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
58706,GB_delivery_flex_scooter,flex,1128572,1128572,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
57922,GB_delivery_flex_scooter,flex,1128728,1128728,0,Flex Policy,12/11/2018,12/11/2018,,,1.18,0.79,0.79
58706,GB_delivery_flex_scooter,flex,1128946,1128946,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
31111,GB_delivery_flex_scooter,flex,1128990,1128990,0,Flex Policy,12/11/2018,12/11/2018,,,2.23,1.1,1.1
73887,GB_delivery_flex_scooter,flex,1129016,1129016,0,Flex Policy,12/11/2018,12/11/2018,,,1.9,1.27,1.27
6269,GB_delivery_flex_scooter,flex,1129723,1129723,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.67,0.67
43926,GB_delivery_flex_scooter,flex,1130014,1130014,0,Flex Policy,12/11/2018,12/11/2018,,,1,0.49,0.49
38753,GB_delivery_flex_scooter,flex,1130090,1130090,0,Flex Policy,12/11/2018,12/11/2018,,,3.2,2.14,2.14
46746,GB_delivery_flex_scooter,flex,1130283,1130283,0,Flex Policy,12/11/2018,12/11/2018,,,1.33,0.89,0.89
26155,GB_delivery_flex_scooter,flex,1130417,1130417,0,Flex Policy,12/11/2018,12/11/2018,,,2.92,1.74,1.74
43926,GB_delivery_flex_scooter,flex,1130499,1130499,0,Flex Policy,12/11/2018,12/11/2018,,,1.6,0.68,0.68
3908,GB_delivery_flex_scooter,flex,1131233,1131233,0,Flex Policy,13/11/2018,13/11/2018,,,2.98,2,2
26261,GB_delivery_flex_car,flex,1131449,1131449,0,Flex Policy,13/11/2018,13/11/2018,,,1,1.12,1.12
11447,GB_delivery_flex_scooter,flex,1131455,1131455,0,Flex Policy,13/11/2018,13/11/2018,,,1.57,0.77,0.77
29218,GB_delivery_flex_scooter,flex,1131585,1131585,0,Flex Policy,13/11/2018,13/11/2018,,,1.12,0.75,0.75
31111,GB_delivery_flex_scooter,flex,1131845,1131845,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.49,0.49
37236,GB_delivery_flex_car,flex,1132009,1132009,0,Flex Policy,13/11/2018,13/11/2018,,,1.1,1.47,1.47
42831,GB_delivery_flex_scooter,flex,1132112,1132112,0,Flex Policy,13/11/2018,13/11/2018,,,1.67,0.82,0.82
69196,GB_delivery_flex_car,flex,1132342,1132342,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.71,0.71
46476,GB_delivery_flex_car,flex,1132414,1132414,0,Flex Policy,13/11/2018,13/11/2018,,,1.17,0.83,0.83
9515,GB_delivery_flex_scooter,flex,1132463,1132463,0,Flex Policy,13/11/2018,13/11/2018,,,1.45,0.71,0.71
26261,GB_delivery_flex_car,flex,1132475,1132475,0,Flex Policy,13/11/2018,13/11/2018,,,1.25,1.39,1.39
46746,GB_delivery_flex_scooter,flex,1132585,1132585,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
15992,GB_delivery_flex_scooter,flex,1132950,1132950,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
31111,GB_delivery_flex_scooter,flex,1133064,1133064,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.49,0.49
44475,GB_delivery_flex_scooter,flex,1133179,1133179,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
71444,GB_delivery_flex_scooter,flex,1133189,1133189,0,Flex Policy,13/11/2018,13/11/2018,,,1.4,0.69,0.69
43926,GB_delivery_flex_scooter,flex,1133588,1133588,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.49,0.49
42831,GB_delivery_flex_scooter,flex,1134170,1134170,0,Flex Policy,13/11/2018,13/11/2018,,,1.9,0.93,0.93
42831,GB_delivery_flex_scooter,flex,1593752,1593752,0,Flex Policy,31/01/2019,31/01/2019,,,3.7,1.82,1.82
72666,GB_delivery_flex_car,flex,1593851,1593851,0,Flex Policy,31/01/2019,31/01/2019,,,1.18,0.71,0.71
37236,GB_delivery_flex_car,flex,1594056,1594056,0,Flex Policy,31/01/2019,31/01/2019,,,1.02,1.36,1.36
26261,GB_delivery_flex_car,flex,1595302,1595302,0,Flex Policy,31/01/2019,31/01/2019,,,1.13,1.06,1.06
44475,GB_delivery_flex_scooter,flex,1595588,1595588,0,Flex Policy,31/01/2019,31/01/2019,,,1.55,0.96,0.96
26261,GB_delivery_flex_car,flex,1596272,1596272,0,Flex Policy,31/01/2019,31/01/2019,,,2.03,1.91,1.91
26261,GB_delivery_flex_car,flex,1596870,1596870,0,Flex Policy,31/01/2019,01/02/2019,,,1,0.94,0.94
15992,GB_delivery_flex_scooter,flex,1597220,1597220,0,Flex Policy,01/02/2019,01/02/2019,,,1,0.67,0.67
115672,GB_delivery_flex_car,flex,1597539,1597539,0,Flex Policy,31/01/2019,31/01/2019,,,1.75,1.88,2.74
115672,GB_delivery_flex_car,flex,1597539,1597539,1,Flex Policy,31/01/2019,31/01/2019,,,1.75,0.86,2.74
66705,GB_delivery_flex_car,flex,1598116,1598116,0,Flex Policy,01/02/2019,01/02/2019,,,2.02,3.15,3.15
72666,GB_delivery_flex_car,flex,1598134,1598134,0,Flex Policy,01/02/2019,01/02/2019,,,1.6,1.14,1.14
69196,GB_delivery_flex_car,flex,1598502,1598502,0,Flex Policy,01/02/2019,01/02/2019,,,1.62,1.15,1.15
37236,GB_delivery_flex_car,flex,1598958,1598958,0,Flex Policy,01/02/2019,01/02/2019,,,1,1.34,1.34
31111,GB_delivery_flex_scooter,flex,1599682,1599682,0,Flex Policy,01/02/2019,01/02/2019,,,1.55,0.76,0.76
69196,GB_delivery_flex_car,flex,1599717,1599717,0,Flex Policy,01/02/2019,01/02/2019,,,1.93,1.38,1.38
29218,GB_delivery_flex_scooter,flex,1600506,1600506,0,Flex Policy,01/02/2019,01/02/2019,,,4.58,3.07,3.07
32517,GB_delivery_flex_scooter,flex,1601289,1601289,0,Flex Policy,01/02/2019,01/02/2019,,,2.97,1.98,1.98
115160,GB_delivery_flex_car,flex,1601390,1601390,0,Flex Policy,01/02/2019,01/02/2019,,,1.13,2.03,2.03
37513,GB_delivery_flex_scooter,flex,1601967,1601967,0,Flex Policy,01/02/2019,01/02/2019,,,3.85,2.58,2.58
37236,GB_delivery_flex_car,flex,1602497,1602497,0,Flex Policy,01/02/2019,01/02/2019,,,1.28,1.71,1.71
44962,GB_delivery_flex_scooter,flex,1603434,1603434,0,Flex Policy,01/02/2019,01/02/2019,,,1.8,0.49,0.49
42831,GB_delivery_flex_scooter,flex,1604204,1604204,0,Flex Policy,02/02/2019,02/02/2019,,,5.22,2.56,2.56
32834,GB_delivery_flex_scooter,flex,1604802,1604802,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.49,0.49
15668,GB_delivery_short_scooter,short,1604837,1604837,0,Renewal,06/02/2019,07/03/2019,06/02/2019,07/03/2019,,106.44,106.44
44475,GB_delivery_flex_scooter,flex,1605146,1605146,0,Flex Policy,02/02/2019,02/02/2019,,,1.28,0.86,0.86
29218,GB_delivery_flex_scooter,flex,1605273,1605273,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.67,0.67
31111,GB_delivery_flex_scooter,flex,1605379,1605379,0,Flex Policy,02/02/2019,02/02/2019,,,1.48,0.73,0.73
46746,GB_delivery_flex_scooter,flex,1605748,1605748,0,Flex Policy,02/02/2019,02/02/2019,,,1.02,0.68,0.68
84863,GB_delivery_flex_car,flex,1605796,1605796,0,Flex Policy,02/02/2019,02/02/2019,,,2.03,1.36,1.36
69196,GB_delivery_flex_car,flex,1606038,1606038,0,Flex Policy,02/02/2019,02/02/2019,,,1.13,0.81,0.81
32834,GB_delivery_flex_scooter,flex,1606236,1606236,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.49,0.49
44475,GB_delivery_flex_scooter,flex,1606249,1606249,0,Flex Policy,02/02/2019,02/02/2019,,,2.02,0.96,0.96
46476,GB_delivery_flex_car,flex,1606255,1606255,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.71,0.71
41526,GB_delivery_flex_scooter,flex,1606830,1606830,0,Flex Policy,02/02/2019,02/02/2019,,,1.65,1.11,1.11
115672,GB_delivery_flex_car,flex,1607186,1607186,0,Flex Policy,01/02/2019,01/02/2019,,,1,1.56,1.56
43926,GB_delivery_flex_scooter,flex,1607408,1607408,0,Flex Policy,02/02/2019,02/02/2019,,,2.75,1.35,1.35
26261,GB_delivery_flex_car,flex,1608740,1608740,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.94,0.94
20450,GB_delivery_flex_scooter,flex,1609550,1609550,0,Flex Policy,02/02/2019,02/02/2019,,,1.93,0.95,0.95
115160,GB_delivery_flex_car,flex,1609559,1609559,0,Flex Policy,02/02/2019,02/02/2019,,,1,1.79,1.79
11149,GB_delivery_flex_scooter,flex,1609703,1609703,0,Flex Policy,02/02/2019,02/02/2019,,,2.68,1.79,1.79
26261,GB_delivery_flex_car,flex,1610741,1610741,0,Flex Policy,02/02/2019,02/02/2019,,,1.3,1.21,1.21
84863,GB_delivery_flex_car,flex,1610880,1610880,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.8,0.8
26155,GB_delivery_flex_scooter,flex,1611015,1611015,0,Flex Policy,02/02/2019,02/02/2019,,,1.63,1.09,1.09
44475,GB_delivery_flex_scooter,flex,1611041,1611041,0,Flex Policy,02/02/2019,02/02/2019,,,1.08,0.67,0.67
26155,GB_delivery_flex_scooter,flex,1611748,1611748,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.67,0.67
33844,GB_delivery_flex_scooter,flex,1611883,1611883,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.49,0.49
43926,GB_delivery_flex_scooter,flex,1611932,1611932,0,Flex Policy,02/02/2019,02/02/2019,,,1.58,0.49,0.49
44962,GB_delivery_flex_scooter,flex,1611934,1611934,0,Flex Policy,02/02/2019,02/02/2019,,,1,0.49,0.49
78749,GB_delivery_flex_car,flex,1612022,1612022,0,Flex Policy,02/02/2019,03/02/2019,,,1,0.8,0.8
26261,GB_delivery_flex_car,flex,1612124,1612124,0,Flex Policy,02/02/2019,03/02/2019,,,1.17,1.09,1.09
115493,GB_delivery_flex_car,flex,1612194,1612194,0,Flex Policy,02/02/2019,03/02/2019,,,1,1.12,1.12
44962,GB_delivery_flex_scooter,flex,1612483,1612483,0,Flex Policy,03/02/2019,03/02/2019,,,1.1,0.49,0.49
69196,GB_delivery_flex_car,flex,1612544,1612544,0,Flex Policy,03/02/2019,03/02/2019,,,1.22,0.87,0.87
29323,GB_delivery_flex_scooter,flex,1612808,1612808,0,Flex Policy,03/02/2019,03/02/2019,,,2.13,1.04,1.04
11447,GB_delivery_flex_scooter,flex,1613084,1613084,0,Flex Policy,03/02/2019,03/02/2019,,,2.7,1.21,1.21
46476,GB_delivery_flex_car,flex,1613108,1613108,0,Flex Policy,03/02/2019,03/02/2019,,,2.58,1.85,1.85
72666,GB_delivery_flex_car,flex,1613125,1613125,0,Flex Policy,03/02/2019,03/02/2019,,,1.85,1.15,1.15
84863,GB_delivery_flex_car,flex,1613158,1613158,0,Flex Policy,03/02/2019,03/02/2019,,,2.2,1.52,1.52
11149,GB_delivery_flex_scooter,flex,1614631,1614631,0,Flex Policy,03/02/2019,03/02/2019,,,1,0.67,0.67
66705,GB_delivery_flex_car,flex,1615042,1615042,0,Flex Policy,03/02/2019,03/02/2019,,,8.83,13.8,13.8
37236,GB_delivery_flex_car,flex,1615094,1615094,0,Flex Policy,03/02/2019,03/02/2019,,,1.47,1.96,1.96
44475,GB_delivery_flex_scooter,flex,1615106,1615106,0,Flex Policy,03/02/2019,03/02/2019,,,1.68,1.12,1.12
32834,GB_delivery_flex_scooter,flex,1615332,1615332,0,Flex Policy,03/02/2019,03/02/2019,,,1.7,0.62,0.62
31111,GB_delivery_flex_scooter,flex,1615386,1615386,0,Flex Policy,03/02/2019,03/02/2019,,,1,0.49,0.49
26261,GB_delivery_flex_car,flex,1616112,1616112,0,Flex Policy,03/02/2019,03/02/2019,,,1,0.94,0.94
15364,GB_delivery_flex_cyclist,flex,1616171,1616171,0,Flex Policy,03/02/2019,03/02/2019,,,1,0.15,0.15
33844,GB_delivery_flex_scooter,flex,1616313,1616313,0,Flex Policy,03/02/2019,03/02/2019,,,5.23,2.57,2.57
43844,GB_delivery_flex_car,flex,1616387,1616387,0,Flex Policy,03/02/2019,03/02/2019,,,3.08,2.94,2.94
46476,GB_delivery_flex_car,flex,1616840,1616840,0,Flex Policy,03/02/2019,03/02/2019,,,2.05,1.04,1.04
69196,GB_delivery_flex_car,flex,1134745,1134745,0,Flex Policy,13/11/2018,13/11/2018,,,1.05,0.75,0.75
72666,GB_delivery_flex_car,flex,1134801,1134801,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.71,0.71
43926,GB_delivery_flex_scooter,flex,1135152,1135152,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.49,0.49
71444,GB_delivery_flex_scooter,flex,1135186,1135186,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.49,0.49
26155,GB_delivery_flex_scooter,flex,1135328,1135328,0,Flex Policy,13/11/2018,13/11/2018,,,1.05,0.71,0.71
29218,GB_delivery_flex_scooter,flex,1135409,1135409,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
58706,GB_delivery_flex_scooter,flex,1135429,1135429,0,Flex Policy,13/11/2018,13/11/2018,,,1,0.67,0.67
26261,GB_delivery_flex_car,flex,1135564,1135564,0,Flex Policy,13/11/2018,13/11/2018,,,1,1.12,1.12
